ticker,year,annualized_log_returns,annualized_std
SPY,1993,0.09468178129876148,0.08010926533001293
SPY,1994,0.0039738574846754915,0.09938961051704151
SPY,1995,0.3804889470390751,0.06971542223957487
SPY,1996,0.24055756536712036,0.12856084398817985
SPY,1997,0.31929459035280905,0.16145598099767378
SPY,1998,0.28032907641257854,0.19046979509130355
SPY,1999,0.20389307095108156,0.18708285962825458
SPY,2000,-0.09741466827411838,0.21906546405676222
SPY,2001,-0.09030013007224813,0.2282471489481516
SPY,2002,-0.21103415514390644,0.2086838562893415
SPY,2003,0.23748116369496608,0.13912633588754886
SPY,2004,0.10747634994122013,0.10945529128968998
SPY,2005,0.04828263548083611,0.09506505910558333
SPY,2006,0.1584524369661784,0.09829670308201295
SPY,2007,0.015915705475693764,0.14624627757930592
SPY,2008,-0.32632160159589596,0.3653832906462623
SPY,2009,0.2265473057338101,0.2512947906422714
SPY,2010,0.15056122073491696,0.17531182704489415
SPY,2011,0.018949938077042372,0.21615171360476057
SPY,2012,0.18820991453749558,0.12171847620621362
SPY,2013,0.27473626336751744,0.09086573981614943
SPY,2014,0.14519183378576517,0.10994340321303155
SPY,2015,0.012884750004553247,0.1356113614445014
SPY,2016,0.11997911107006809,0.12379887952916505
SPY,2017,0.21705398203666748,0.052618668437069624
SPY,2018,-0.03558642333925455,0.1852480262915251
SPY,2019,0.30161710442508727,0.10541622033777229
SPY,2020,0.18129744280166027,0.3263835278799275
SPY,2021,0.28728768273581706,0.12378894875276056
SPY,2022,-0.18175366827110906,0.2324370971410758
SPY,2023,0.261757947041412,0.13206023072865694
SPY,2024,0.25585866011641456,0.12317312174639411
