ticker,year,annualized_log_returns,annualized_std
INDEX,1980,1.4498213053199214,0.4096818761856583
INDEX,1981,-0.2949645140651803,0.4135199847504852
INDEX,1982,-0.4693875739098031,0.5572395630203502
INDEX,1983,0.032051104265852226,0.3285898541477788
INDEX,1984,-0.024381539669135255,0.39770288808062665
INDEX,1985,0.025477519873363885,0.26901487316638606
INDEX,1986,0.018633425417881933,0.2928623084398846
INDEX,1987,-0.08073999965405887,0.4442875674911307
INDEX,1988,0.10227767031770907,0.2836920201023211
INDEX,1989,0.7141306260990836,0.23998849373048597
INDEX,1990,-0.26180155749808887,0.33897876088651174
INDEX,1991,-0.1806955652345552,0.2755240423876217
INDEX,1992,0.25668546882466625,0.22145231647739153
INDEX,1993,0.15085645367873934,0.2780888988832218
INDEX,1994,-0.06435484066536523,0.22254196392387715
INDEX,1995,0.18266430149974644,0.2067566118397073
INDEX,1996,0.3149465048320845,0.2595825694864578
INDEX,1997,0.336820613583769,0.2626679008848633
INDEX,1998,0.06381618067559375,0.4443260357432901
INDEX,1999,0.4765075319433009,0.507875368474287
INDEX,2000,0.5731321830263196,0.7113454183657878
INDEX,2001,0.975367326330474,0.5350618541055351
INDEX,2002,-0.2977384582794044,0.6330937377962773
INDEX,2003,0.39546486822184174,0.4101390498832392
INDEX,2004,0.19310356964834552,0.3658934649685255
INDEX,2005,0.45154202989713027,0.28197179879116185
INDEX,2006,0.450126612289075,0.35601353964610505
INDEX,2007,0.530705340509289,0.318339490199252
INDEX,2008,-0.4862724072207622,0.6970820426908646
INDEX,2009,0.4203575081826989,0.5108714012111063
INDEX,2010,0.246444294630437,0.39616049947974713
INDEX,2011,0.03778504627376054,0.43476898095207145
INDEX,2012,0.08803497951683388,0.3183528565611562
INDEX,2013,1.0665249672266022,0.3090596030761286
INDEX,2014,0.11712046126505896,0.3215641771025422
INDEX,2015,0.06682077175479569,0.34640496620413963
INDEX,2016,0.5721302979164822,0.36601173097363365
INDEX,2017,0.22682251097053435,0.300846587073593
INDEX,2018,-0.10975590995785153,0.4365009646518113
INDEX,2019,0.13690786552562878,0.41374745554774517
INDEX,2020,1.992313068493025,0.7655755566269813
INDEX,2021,1.796023941768603,0.9119318092923351
INDEX,2022,-0.09399098715487679,0.5919448366131455
INDEX,2023,0.6559052278917525,0.44605476300634034
INDEX,2024,0.7003668355398988,0.4655067834375816
